Tanggal;Tn;Tx;Tavg;RH_avg;ss;ff_x;ff_avg
20/10/2022;23.2;32.8;28.4;73;4.8;5;2
21/10/2022;22.4;33;28.1;72;7.8;3;1
22/10/2022;22.8;32.3;26.9;82;7.5;5;3
23/10/2022;23.6;30.7;26.9;84;7;5;1
24/10/2022;24;31.8;26.4;90;0.1;7;2
25/10/2022;23;31.8;26.1;88;2.8;6;2
26/10/2022;22.5;31.5;25.8;87;5.2;10;3
27/10/2022;22.8;32;26;92;3.5;9;2
28/10/2022;22.7;32.8;26;89;6.1;4;1
29/10/2022;23.1;31.6;26.7;88;7.5;5;2
30/10/2022;23.4;33.1;26.2;88;3.4;5;2
31/10/2022;23.6;32;27.2;84;5;6;1
01/11/2022;23.8;33.2;26.8;88;4.1;4;1
02/11/2022;23.4;31.6;27.1;87;2.8;4;1
03/11/2022;23;30.6;26;90;5.1;3;1
04/11/2022;23;33.4;27.2;83;1.3;5;2
05/11/2022;23;31.2;25.9;90;6.3;4;1
06/11/2022;23.6;31.5;26.4;92;0.8;5;2
07/11/2022;22.7;31.2;26.1;88;1.2;3;1
08/11/2022;22.8;31.4;26.1;88;3.3;5;2
09/11/2022;23.6;31.4;25.8;90;0.6;6;2
10/11/2022;22.4;29.2;25.4;93;4.3;5;1
11/11/2022;23.2;31.4;26.5;88;0.1;6;3
12/11/2022;22.7;30;25.6;90;4.8;4;2
13/11/2022;23.2;31.5;25.7;92;2.1;5;0
14/11/2022;23;30.5;25.6;92;1.7;4;1
15/11/2022;23.2;32.2;26.5;86;3.1;6;2
16/11/2022;23.6;31.9;26.8;82;4.3;6;3
17/11/2022;23.6;;27.4;79;4.1;6;2
18/11/2022;23.8;33.5;27.7;76;6.4;7;3
19/11/2022;23.6;29.6;25.6;92;7.4;6;3
20/11/2022;23;33.4;27.6;78;0;6;2
21/11/2022;23;33.7;27.5;78;4.8;4;2
22/11/2022;23.7;32;27.5;84;7.5;4;1
23/11/2022;24.2;30.1;26.6;87;6.1;3;1
24/11/2022;23.8;33.1;26.7;85;0.3;9;1
25/11/2022;23.5;32;27.2;83;6.2;3;1
26/11/2022;23.6;33.8;28.3;72;3.1;4;1
27/11/2022;23.6;33;26.7;86;8.3;3;1
28/11/2022;24;30.9;25.7;95;5.2;6;1
29/11/2022;23.2;31.6;26.5;87;2;4;1
30/11/2022;22.7;32.4;26.7;84;4.5;6;2
01/12/2022;22.2;31;25.2;89;6;6;2
02/12/2022;22.6;31.5;26.7;83;6.4;6;2
03/12/2022;22.6;31.8;26.5;83;5;6;2
04/12/2022;23.4;29.4;26.3;89;3.2;4;1
05/12/2022;23.8;31.8;26;89;0;4;1
06/12/2022;22.7;32.2;26.8;82;5.4;4;1
07/12/2022;22.8;33;26.8;85;7.9;4;1
08/12/2022;23.8;32;26.2;92;5.1;6;2
09/12/2022;23.4;29;25.6;90;3.6;6;3
10/12/2022;22.5;32;25.6;86;0.7;8;3
11/12/2022;22.8;27.3;24.7;94;6.3;4;2
12/12/2022;23.1;29.2;25.5;90;0;5;1
13/12/2022;23.2;29.1;25.5;93;1;7;1
14/12/2022;23.4;31.4;26.1;90;0.2;4;1
15/12/2022;22.7;28.2;25.2;92;1.6;4;1
16/12/2022;23.5;30.2;26.4;89;0;4;2
17/12/2022;23.4;30.6;26.2;92;2.7;6;1
18/12/2022;24;31.2;26.3;89;1;6;2
19/12/2022;21.8;31.2;25.3;90;4.4;4;1
20/12/2022;22.5;31.2;26.9;88;1.7;4;1
21/12/2022;22.3;31.8;26.6;85;4.8;5;1
22/12/2022;22.5;29.5;25.5;90;;6;3
23/12/2022;23.4;32;25.7;92;1.6;6;1
24/12/2022;22.6;31.2;26.4;85;3.9;4;1
25/12/2022;23;30.5;26.1;86;4;5;2
26/12/2022;23.8;31;26.9;82;3.8;4;2
27/12/2022;23.9;31.5;26.6;87;4;5;1
28/12/2022;23.8;29.2;26.1;91;2.1;7;2
29/12/2022;21.8;31.9;25.6;89;0.2;8;3
30/12/2022;22.2;30.8;24.5;92;4.2;8;2
31/12/2022;21.7;32.4;25.9;86;3.2;6;3
01/01/2023;21;30.4;25.8;88;8;4;1
02/01/2023;22.4;31.3;26.4;87;0.5;5;2
03/01/2023;23.5;29.8;25.5;90;1.8;5;2
04/01/2023;22.8;28;24.5;94;0;4;1
05/01/2023;22.4;31;26.3;85;0;5;2
06/01/2023;22.6;33.2;26.7;85;4.6;5;2
07/01/2023;23.4;33.1;25.8;86;7.7;10;3
08/01/2023;23.2;33.4;27.2;81;6.3;5;2
09/01/2023;23;31.9;26.7;85;8.2;4;2
10/01/2023;23.6;32;27.1;86;2.9;5;1
11/01/2023;23.3;30.2;26.1;86;3.2;3;1
12/01/2023;23.4;33.2;27.8;79;0.1;3;2
13/01/2023;22.9;31;25.7;92;7.3;5;1
14/01/2023;23.2;33.3;26.7;87;0.6;7;2
15/01/2023;22.4;29.8;26;88;6.4;4;2
16/01/2023;22.2;32.6;26.7;86;1.3;7;2
17/01/2023;23;29.2;25;92;6.5;5;2
18/01/2023;23;31;26;85;2.1;5;1
19/01/2023;23;31;25.5;89;2.3;4;2
20/01/2023;;30.5;26.1;92;2.6;5;2
21/01/2023;22.4;29.6;25.3;92;2.5;4;2
22/01/2023;;30.6;25.7;92;2.1;5;2
23/01/2023;22.8;29.2;;;3.6;4;2
24/01/2023;22.7;27.1;24.1;94;0.8;5;3
25/01/2023;22.7;29.5;24.4;93;0;8;2
26/01/2023;22.6;30.2;25.8;85;0;5;2
27/01/2023;22.2;30.4;25.6;88;3.7;5;2
28/01/2023;22.8;30.4;25.1;90;3.9;7;2
29/01/2023;23;29.5;25.6;86;1.1;7;3
30/01/2023;22.8;31;26;86;3.3;6;2
31/01/2023;;29.8;25.8;89;2.4;4;1
01/02/2023;23.3;33.4;27.3;80;1.5;9;2
02/02/2023;21.8;33;26.5;83;8.9;6;2
03/02/2023;21.6;33;26.4;83;7.4;5;2
04/02/2023;21.7;30.5;25.4;89;7.5;5;2
05/02/2023;;30.4;25.5;91;4.9;6;2
06/02/2023;23;31.4;26.6;84;2.1;5;3
07/02/2023;23.8;32.2;26.9;81;4.3;5;2
08/02/2023;23.7;32.4;27.1;86;3.7;5;2
09/02/2023;23.5;33;27;82;6.2;7;2
10/02/2023;22;31.6;26.3;83;5.2;4;2
11/02/2023;22.2;33.2;27.5;77;8.4;6;3
12/02/2023;23.5;31.4;26.8;84;5.9;4;1
13/02/2023;23.4;32.8;27.3;80;1.1;4;2
14/02/2023;;34.2;27.6;77;5.4;5;2
15/02/2023;23.2;31.6;26.1;90;8.2;6;2
16/02/2023;23.7;32.4;26.9;76;4.6;5;2
17/02/2023;22.7;32.2;26.7;80;7.5;5;2
18/02/2023;23;33;27.3;81;6.3;5;2
19/02/2023;23.4;30;25.6;92;6.5;5;1
20/02/2023;23;31.2;26.2;89;0.6;5;2
21/02/2023;23;31.6;25.7;88;4.2;8;2
22/02/2023;23;27.4;24.7;96;3.3;10;2
23/02/2023;22.9;31;26.2;86;0.2;4;1
24/02/2023;;28;25.1;95;1.8;5;1
25/02/2023;22.6;31;25.8;86;0;4;1
26/02/2023;23;32;26.4;82;;6;2
27/02/2023;22.6;31.3;26.1;82;4.3;8;3
28/02/2023;22.2;32.3;24.7;94;1.9;5;1
01/03/2023;23;26;24.5;96;0.3;5;2
02/03/2023;23.4;31;26.5;82;0;5;2
03/03/2023;23;26.9;23.8;99;5.8;4;2
04/03/2023;22.3;28.2;24.4;94;0;5;2
05/03/2023;22;29;24.9;92;0;5;1
06/03/2023;21.2;31;25.5;82;2.6;5;2
07/03/2023;22.2;32.7;26.4;81;5.5;6;2
08/03/2023;23;31;26.4;84;5.4;5;2
09/03/2023;;31.4;27.2;84;3;4;2
10/03/2023;24.3;32.6;26.8;86;2.1;5;2
11/03/2023;23.4;30.1;26;93;4.8;4;1
12/03/2023;23.6;32.4;26.9;87;1.7;5;1
13/03/2023;23.4;29.8;25.9;94;5;6;2
14/03/2023;22.5;30.2;25.8;85;3;6;2
15/03/2023;23;30.6;26.6;84;3.7;3;1
16/03/2023;23.6;30.6;26.7;83;2;4;1
17/03/2023;23.6;32.9;27.7;81;3.7;5;2
18/03/2023;24.3;32.6;27.5;83;5.1;4;2
19/03/2023;24.8;32.8;28.2;79;5.1;4;2
20/03/2023;24.8;32.4;27.5;82;3.8;6;2
21/03/2023;22.2;31.1;25.2;88;2;8;1
22/03/2023;22.3;32.7;27.3;82;1;5;1
23/03/2023;23.6;34;27.4;85;5.8;5;2
24/03/2023;23.3;33.9;25.9;89;4;6;2
25/03/2023;23.4;32.4;25.7;90;6.8;11;2
26/03/2023;22.3;32.6;27;83;4.6;4;2
27/03/2023;;;;;;;
28/03/2023;23;33.4;26.4;87;0.5;7;1
29/03/2023;23.3;33.8;28.3;80;7.6;3;1
30/03/2023;24.8;30.2;25.4;98;5.4;8;2
31/03/2023;22.5;31.8;25.7;90;2.9;6;1
01/04/2023;22.3;30.8;26.1;93;2.6;5;2
02/04/2023;23.6;32.4;27.5;83;2.6;4;2
03/04/2023;23.3;32.5;26.5;84;5.4;7;2
04/04/2023;23.5;34.6;28.2;78;3;5;2
05/04/2023;23.2;33.1;26.3;88;9.1;5;2
06/04/2023;23.2;34.9;27.6;78;2.9;5;2
07/04/2023;23.3;32.4;27.6;82;6.1;6;1
08/04/2023;22.7;33.6;27.5;80;5.5;6;2
09/04/2023;22.9;30.9;25.1;94;8.9;6;2
10/04/2023;22.9;33.4;26.6;88;1.1;4;1
11/04/2023;23;33.7;27.9;80;6.1;4;1
12/04/2023;23.5;34.4;28.6;80;5.6;5;2
13/04/2023;22;33.8;;;6.7;5;2
14/04/2023;24.6;34.2;28.8;83;9.7;5;2
15/04/2023;25;32.4;27.6;92;7.5;4;2
16/04/2023;23.2;33.3;27.3;82;0;5;3
17/04/2023;23;34;27.6;81;4.7;5;1
18/04/2023;23.4;32.6;26.8;93;8.5;3;1
19/04/2023;23.8;32;;;3;4;2
20/04/2023;23.8;33;27.4;89;3;5;2
21/04/2023;23.2;33;27.6;85;6.3;3;1
22/04/2023;24.3;32.2;27.2;90;4.3;8;2
23/04/2023;23.8;31.8;27.3;87;2;6;2
24/04/2023;23.4;34.9;27.1;85;4.3;5;2
25/04/2023;24;33.6;27.2;88;6.3;4;1
26/04/2023;24.1;34.2;27.2;90;5.5;5;2
27/04/2023;23.9;31.8;27;88;5.9;6;2
28/04/2023;24.2;34.2;28;84;5.2;4;2
29/04/2023;24.6;32.2;26.8;94;4.9;6;2
30/04/2023;22.6;32.8;27.2;91;4.5;7;2
01/05/2023;24.2;33.2;27.6;84;3.8;4;1
02/05/2023;24.6;34;28.3;88;3.2;5;2
03/05/2023;24;33.5;27.2;90;5.7;4;2
04/05/2023;24.7;32.7;27.7;89;4.5;6;1
05/05/2023;22.5;33.6;28.3;83;2.6;5;2
06/05/2023;24.3;33.9;28.4;85;6.5;6;2
07/05/2023;24.4;33.4;27.6;84;8.6;5;1
08/05/2023;24.4;32.4;27.9;82;1.9;5;2
09/05/2023;23.8;35.7;28.4;79;2.8;4;2
10/05/2023;24.2;34;29.4;77;7.5;5;2
11/05/2023;25;33;28.4;84;7.1;5;3
12/05/2023;24.5;33.2;27.5;90;4.2;3;1
13/05/2023;23.8;34.8;28.7;82;4.7;4;1
14/05/2023;24.7;35.6;29.7;78;8.5;5;2
15/05/2023;25.4;34.5;29.2;82;9.3;5;1
16/05/2023;24.9;34.8;28.3;85;6;4;2
17/05/2023;22.9;32.8;28.2;82;6.9;8;2
18/05/2023;23;34.1;28.1;80;3.6;7;2
19/05/2023;23.4;33.4;27.1;86;8.6;5;2
20/05/2023;22.8;34;27.8;80;5.3;5;1
21/05/2023;23.2;31.4;26.2;96;8;11;1
22/05/2023;23.8;34.2;27.2;84;2;6;1
23/05/2023;22;31;26.1;91;5.2;5;2
24/05/2023;23;34.2;28.8;76;2.4;3;1
25/05/2023;23.4;33.5;28.8;82;9.2;5;2
26/05/2023;22.4;31.5;27.4;90;8.5;4;1
27/05/2023;24.9;33;28.1;88;2.7;8;2
28/05/2023;23.7;33.6;26.6;90;2.5;5;2
29/05/2023;23.5;34;28.7;74;7.1;4;2
30/05/2023;22.6;34.4;28.3;77;8.8;5;2
31/05/2023;23.6;35;28.4;80;8.6;3;2
01/06/2023;24;27.7;25.4;94;7.6;4;1
02/06/2023;23.6;35;29;79;0;4;2
03/06/2023;24.2;34.3;29;82;7.1;5;3
04/06/2023;25.3;26.6;24.8;100;7.5;11;2
05/06/2023;22.5;33;27.1;84;0;9;2
06/06/2023;22.8;33.6;27.5;81;7.7;3;1
07/06/2023;22.8;30.4;25.9;90;7.1;5;2
08/06/2023;23.2;33.3;28.1;81;0.3;5;3
09/06/2023;24.6;33.1;28.8;78;6;7;2
10/06/2023;24.6;33.7;28.8;80;8.2;7;3
11/06/2023;24.3;34.2;28.6;82;8.2;8;3
12/06/2023;23.6;31.2;26.9;87;7.7;5;2
13/06/2023;23.6;33.1;28.1;82;2;6;3
14/06/2023;23.7;33.5;28;81;6.9;6;2
15/06/2023;24;35;29.1;74;5.6;5;1
16/06/2023;24.5;34.8;28.9;76;8.3;5;2
17/06/2023;24.2;34.5;28.9;76;8.5;5;2
18/06/2023;24.4;35.2;29.2;71;7.7;6;3
19/06/2023;24.2;34.8;29.1;76;8.2;4;1
20/06/2023;23.8;34;28.7;74;6.2;4;2
21/06/2023;24.2;34.4;28.5;78;6.3;6;2
22/06/2023;24.4;34.2;28.9;75;9;6;2
23/06/2023;24.8;32.7;27.3;83;6.7;10;2
24/06/2023;23;33.3;27.4;77;3.5;8;3
25/06/2023;22.9;33.2;26.9;82;6.2;4;1
26/06/2023;23;32.1;26.8;84;5.3;4;2
27/06/2023;22.4;31.4;26;85;4.5;9;2
28/06/2023;22.4;32;26.6;83;1.3;4;2
29/06/2023;22.9;34.2;28.8;80;4.4;5;2
30/06/2023;23.8;33.7;27.6;82;8.5;4;2
01/07/2023;23;34.1;27.1;82;7.1;3;2
02/07/2023;23.4;33.4;28.1;78;3.1;4;2
03/07/2023;24.6;33.1;28.2;78;7;4;1
04/07/2023;24.5;33.7;28.1;81;3.1;5;2
05/07/2023;23.3;31;25.2;88;5.7;5;2
06/07/2023;23;32.2;27;82;3.9;4;1
07/07/2023;23.4;32.4;27.4;81;3.1;4;2
08/07/2023;22.4;33.4;27.1;76;3.2;4;3
09/07/2023;22.8;33.5;27.6;80;6.7;6;2
10/07/2023;23.7;31.8;27.2;82;5.2;7;2
11/07/2023;23.1;33.1;26;88;5.9;5;2
12/07/2023;23.8;33;27.5;82;4.1;4;2
13/07/2023;24;34.4;28.4;78;7.3;7;1
14/07/2023;23.4;30.4;26.4;84;7.7;3;1
15/07/2023;23.4;32;27.4;80;0;5;1
16/07/2023;24;34.4;28.7;74;5;3;1
17/07/2023;23.9;32.7;28.1;79;;5;2
18/07/2023;24.6;30.2;26.6;87;5.4;5;2
19/07/2023;24;30.7;26.5;77;0.7;7;3
20/07/2023;23.4;29;25.6;88;2.3;4;3
21/07/2023;23.2;35.2;27.7;76;0.7;7;2
22/07/2023;23.4;35;28.6;78;8.3;7;3
23/07/2023;22.5;32.6;25.9;83;7.1;8;2
24/07/2023;22.6;35.4;28;75;5.8;5;2
25/07/2023;22.8;35;28.6;71;6.5;5;1
26/07/2023;23.8;34.5;28.9;72;9;5;2
27/07/2023;24.1;33.8;28.6;75;9;5;1
28/07/2023;24.8;34.6;29.1;76;6.6;5;2
29/07/2023;24.8;33;28.6;77;4.8;6;3
30/07/2023;25.8;32.8;28.4;76;7.4;7;4
31/07/2023;23.8;31.8;27.1;76;6.8;6;3
01/08/2023;23.9;31.9;27.8;74;4.8;6;3
02/08/2023;23.4;34;28;72;4;4;2
03/08/2023;23.5;30;26.8;83;6;7;2
04/08/2023;23.5;34;28.5;76;0;7;3
05/08/2023;23.8;33.3;28.3;78;6.9;6;3
06/08/2023;23.3;34.6;28.4;73;7.7;6;2
07/08/2023;24.1;34;28.4;75;9.3;6;2
08/08/2023;24.1;34;26.6;84;8.7;5;2
09/08/2023;23.3;32.4;26.7;85;6.9;7;2
10/08/2023;23;33.1;27.4;83;4.9;5;3
11/08/2023;23;32.8;27.1;80;5.9;5;2
12/08/2023;23.4;30.3;26.7;88;8.9;2;0
13/08/2023;24.3;31.6;27.1;84;0;5;2
14/08/2023;25;26.8;25.1;95;1.5;4;1
15/08/2023;22.4;32;26.1;86;1.5;4;1
16/08/2023;22.4;32;27.7;83;5.9;6;2
17/08/2023;24.3;30.6;26.7;90;2.9;3;1
18/08/2023;23.6;31.9;26.3;88;1.1;4;1
19/08/2023;23.2;31.2;25.8;87;0.3;5;2
20/08/2023;23.5;32.8;26.3;88;1.8;4;2
21/08/2023;23.2;28;25.1;92;5.9;4;1
22/08/2023;22.5;31.4;26.9;84;0;6;2
23/08/2023;23.4;33.4;28.1;77;5.5;6;2
24/08/2023;23.8;33.5;27.4;82;8.7;6;3
25/08/2023;23.8;32.5;28.2;80;6.9;5;2
26/08/2023;23.2;32.6;26.8;88;6.5;5;2
27/08/2023;23.8;34;27.8;84;7;6;2
28/08/2023;22.6;33.4;27;81;7.4;6;2
29/08/2023;23.2;32;26.7;85;5.3;9;2
30/08/2023;23.2;30.6;26.7;89;3.6;4;1
31/08/2023;23.8;30.4;27.3;84;2.9;5;2
01/09/2023;24.6;32.8;28.3;79;0.2;5;1
02/09/2023;23.6;33.4;28.2;78;7.2;5;1
03/09/2023;24.5;32.4;27.6;81;7.1;7;2
04/09/2023;25.2;31.4;27.6;83;2.8;6;2
05/09/2023;25.6;32.1;27.9;79;2.9;5;2
06/09/2023;25.6;29;24.5;97;4.6;5;1
07/09/2023;22.2;31;25.9;87;0;4;1
08/09/2023;22.5;33.2;28.1;84;1;7;3
09/09/2023;22.9;29.5;25.7;93;6.6;4;1
10/09/2023;23.2;32.6;26.4;88;0;5;1
11/09/2023;22.8;33.1;26.6;85;4.4;5;2
12/09/2023;23.1;32.8;28;81;6.7;8;2
13/09/2023;24.8;33.8;28.7;78;7.4;6;2
14/09/2023;23.8;34.2;28.3;77;8.2;6;2
15/09/2023;24;33.4;28.4;79;8.3;6;2
16/09/2023;24.6;34;29.1;74;4.3;7;3
17/09/2023;24;33.5;28.3;79;8.5;6;2
18/09/2023;24.3;33.2;27.1;88;5.7;5;2
19/09/2023;23.2;33.8;28.1;84;4.3;3;2
20/09/2023;23.8;32.4;26.9;87;5.1;5;1
21/09/2023;23.2;33.6;27.8;82;5.7;6;3
22/09/2023;22.9;33.5;27.2;84;8.4;9;2
23/09/2023;22.8;34.2;27.5;82;6.8;4;1
24/09/2023;22.8;33;26.1;88;5.6;5;2
25/09/2023;23;33.5;27.9;74;2.6;5;2
26/09/2023;24.2;34.4;29;71;7.4;7;3
27/09/2023;23.1;34.6;28.2;73;6.5;8;3
28/09/2023;23;33.8;28;71;7.5;6;2
29/09/2023;23.6;34;28.3;78;6.1;6;2
30/09/2023;24;32.6;27.3;87;5;4;1
01/10/2023;24.6;33.3;27.4;85;0;5;2
02/10/2023;;;;;;;
03/10/2023;;;;;;;
04/10/2023;23.6;33;28;83;0.2;5;2
05/10/2023;24.4;32.2;27.1;90;4.8;6;2
06/10/2023;24.3;34.1;29;81;2;5;2
07/10/2023;24.2;34;28.6;77;2.9;5;2
08/10/2023;23.8;34;28.4;81;4.9;5;2
09/10/2023;24;35;27.1;87;5.9;7;2
10/10/2023;23.8;33.2;27.5;85;4.3;4;2
11/10/2023;23;34.1;28;80;5.2;4;2
12/10/2023;24.7;33.6;27.6;87;5.6;8;2
13/10/2023;25.4;33.8;28.9;79;5.7;5;2
14/10/2023;24.4;34;28.5;81;5.8;5;2
15/10/2023;24.3;33.2;27.2;86;6;6;2
16/10/2023;23.4;33.2;27.4;86;2.8;4;1
17/10/2023;24;34.2;28.5;82;2.7;5;1
18/10/2023;25;31.9;27;90;4.3;5;1
19/10/2023;23.7;31.6;26.6;91;0;4;2
20/10/2023;23;32.5;25.7;92;1.4;6;2
21/10/2023;23.2;33;27.7;84;4.8;9;2
22/10/2023;21.9;30.9;;;5.6;4;1
23/10/2023;;;;;;;
24/10/2023;23.7;31.2;26.1;90;2.3;6;3
25/10/2023;22.9;33;26.7;86;3.4;6;2
26/10/2023;23.1;30.5;25.6;91;7;5;2
27/10/2023;23;31.9;26.6;88;3.7;4;1
28/10/2023;22.5;32;25.9;91;2.8;5;2
29/10/2023;22.8;32.9;26.3;91;4.7;5;2
30/10/2023;23;32.2;27.5;87;;3;0
31/10/2023;23.9;30.5;26;95;3.6;7;2